v1,v2,,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
valid,(You didn't hear it from me),,,
valid,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
valid,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,,,
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,,,
valid,She ran off with a younger man. we will make pretty babies together :),,,
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,,,
valid,O ic lol. Should play 9 doors sometime yo,,,
valid,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",,,
valid,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",,,
valid,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,,,
valid,Hmmm.still we dont have opener?,,,
valid,Yeah so basically any time next week you can get away from your mom &amp; get up before 3,,,
valid,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",GN,GE,"GNT:-)"""
valid,I will vote for wherever my heart guides me,,,
valid,With my sis lor... We juz watched italian job.,,,
valid,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
valid,Lmao you know me so well...,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
valid,Am on a train back from nortvalidpton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,,,
valid,Goodnight da thangam I really miss u dear.,,,
valid,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,,,
valid,"Geeeee ... Your internet is really bad today, eh ?",,,
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,,,
valid,I think i am disturbing her da,,,
valid,"Sorry, I'll call you  later. I am in meeting sir.",,,
valid,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,,,
valid,Ok i also wan 2 watch e 9 pm show...,,,
valid,I dunno lei... Like dun haf...,,,
valid,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,,,
valid,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,,,
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
valid,Talk to g and x about that,,,
valid,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),,,
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,,,
valid,As in different styles?,,,
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,,,
valid,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
valid,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921",,,
valid,"Well, i'm glad you didn't find it totally disagreeable ... Lol",,,
valid,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",,,
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,,,
valid,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,,,
valid,\Keep ur problems in ur heart," b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""",,
valid,"Yeah, give me a call if you've got a minute",,,
valid,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,"IåÕL CALL U\""""",
valid,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),,,
valid,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,,,
valid,Hey happy birthday...,,,
valid,Sorry i missed your call. Can you please call back.,,,
valid,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
valid,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",,,
valid,I wont do anything de.,,,
valid,What type of stuff do you sing?,,,
valid,"St andre, virgil's cream",,,
valid,No no. I will check all rooms befor activities,,,
valid,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
valid,Gokila is talking with you aha:),,,
valid,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",,,
valid,K.k.this month kotees birthday know?,,,
valid,But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,,,
valid,Sorry about that this is my mates phone and i didnt write it love Kate,,,
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",,,
valid,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",,,
valid,"Aight, call me once you're close",,,
valid,Nope thats fine. I might have a nap tho! ,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
valid,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,,,
valid,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
valid,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,,,
valid,Ding me on ya break fassyole! Blacko from londn,,,
valid,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,,,
valid,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
valid,Oh you got many responsibilities.,,,
spam,You have 1 new message. Please call 08715205273,,,
valid,I've reached sch already...,,,
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,,,
valid,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,,,
valid,Argh why the fuck is nobody in town ;_;,,,
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",,,
valid,Thanks. Fills me with complete calm and reassurance! ,,,
valid,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,,,
valid,Are you driving or training?,,,
valid,Lol for real. She told my dad I have cancer,,,
spam,PRIVATE! Your 2003 Account Statement for 078,,,
valid,"Oops I did have it,  &lt;#&gt; ?",,,
valid,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""",,,
valid,"Hi Chikku, send some nice msgs",,,
valid,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",,,
valid,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,
valid,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
valid,Cuz ibored. And don wanna study,,,
valid,Wot about on wed nite I am 3 then but only til 9!,,,
valid,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",,,
valid,Any way where are you and what doing.,,,
valid,That sucks. I'll go over so u can do my hair. You'll do it free right?,,,
valid,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,,,
valid,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",,,
valid,Sday only joined.so training we started today:),,,
valid,Sorry * was at the grocers.,,,
valid,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
valid,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,,,
valid,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,,,
valid,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
valid,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,
valid,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,,,
valid,I'm in office now da:)where are you?,,,
valid,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,,,
valid,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
valid,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),,,
valid,Pls call me da. What happen.,,,
valid,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",,,
valid,No problem with the renewal. I.ll do it right away but i dont know his details.,,,
valid,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,,,
valid,Haven't left yet so probably gonna be here til dinner,,,
valid,"Like  &lt;#&gt; , same question",,,
valid,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,,,
valid,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",,,
valid,K k:) sms chat with me.,,,
valid,I will come with karnan car. Please wait till 6pm will directly goto doctor.,,,
valid,No but the bluray player can,,,
valid,Ok... Then r we meeting later?,,,
valid,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,,,
valid,Just send a text. We'll skype later.,,,
valid,Ok leave no need to ask,,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
valid,ÌÏ still got lessons?  ÌÏ in sch?,,,
valid,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,,,
valid,Oh did you charge camera,,,
valid,"I‰Û÷ve got some salt, you can rub it in my open wounds if you like!",,,
valid,Now i'm going for lunch.,,,
valid,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,,,
valid,Oh k. . I will come tomorrow,,,
valid,"Aight, text me tonight and we'll see what's up",,,
valid,U 2.,,,
valid,Water logging in desert. Geoenvironmental implications.,,,
valid,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
valid,Company is very good.environment is terrific and food is really nice:),,,
valid,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,,,
valid,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",,,
valid,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",,,
valid,K sure am in my relatives home. Sms me de. Pls:-),,,
valid,I sent them. Do you like?,,,
valid,"Fuuuuck I need to stop sleepin, sup",,,
valid,I'm in town now so i'll jus take mrt down later.,,,
valid,I just cooked a rather nice salmon a la you,,,
valid,I uploaded mine to Facebook,,,
valid,WHAT TIME U WRKIN?,,,
valid,Okie,,,
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,,,
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,,,
valid,"Sorry, I'll call later",,,
valid,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,
valid,"It's wylie, you in tampa or sarasota?",,,
valid,Ok... Take ur time n enjoy ur dinner...,,,
valid,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",,,
valid,I like cheap! But i‰Û÷m happy to splash out on the wine if it makes you feel better..,,,
valid,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,,,
valid,Ugh my leg hurts. Musta overdid it on mon.,,,
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,,,
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",,,
valid,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,,,
valid,Me fine..absolutly fine,,,
valid,How come she can get it? Should b quite diff to guess rite...,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,,,
valid,I will reach ur home in  &lt;#&gt;  minutes,,,
valid,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",,,
valid,Hi.what you think about match?,,,
valid,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
valid,Dai i downloaded but there is only exe file which i can only run that exe after installing.,,,
valid,It is only yesterday true true.,,,
valid,K.k.how is your business now?,,,
valid,3 pa but not selected.,,,
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,,,
valid,I keep ten rs in my shelf:) buy two egg.,,,
valid,I am late. I will be there at,,,
valid,Well thats nice. Too bad i cant eat it,,,
valid,I accidentally brought em home in the box,,,
valid,Pls she needs to dat slowly or she will vomit more.,,,
valid,I have to take exam with in march 3,,,
valid,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)",,,
valid,5 nights...We nt staying at port step liao...Too ex,,,
valid,If I die I want u to have all my stuffs.,,,
valid,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",,,
valid,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,,,
valid,Prabha..i'm soryda..realy..frm heart i'm sory,,,
valid,I re-met alex nichols from middle school and it turns out he's dealing!,,,
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,,,
valid,It means u could not keep ur words.,,,
valid,"Nope, I'm still in the market",,,
valid,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,,,
valid,Hey what how about your project. Started aha da.,,,
valid,Ok cool. See ya then.,,,
valid,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
valid,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
valid,Yeah I can still give you a ride,,,
valid,"Jay wants to work out first, how's 4 sound?",,,
valid,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
valid,Its a part of checking IQ,,,
valid,Hmm thinking lor...,,,
valid,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
valid,thanks for the temales it was wonderful. Thank. Have a great week.,,,
valid,Thank you princess! I want to see your nice juicy booty...,,,
valid,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
valid,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
valid,U come n search tat vid..not finishd..,,,
valid,"K I'm leaving soon, be there a little after 9",,,
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,,,
valid,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
valid,You do your studies alone without anyones help. If you cant no need to study.,,,
valid,Please tell me not all of my car keys are in your purse,,,
valid,I didnt get anything da,,,
valid,Ok... Sweet dreams...,,,
valid,Well she's in for a big surprise!,,,
valid,"As usual..iam fine, happy &amp; doing well..:)",,,
valid,1 in cbe. 2 in chennai.,,,
valid,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
valid,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
valid,I absolutely LOVE South Park! I only recently started watching the office.,,,
valid,Did you see that film:),,,
valid,Pls speak with me. I wont ask anything other then you friendship.,,,
valid,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
valid,Gud ni8.swt drms.take care,,,
valid,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
valid,Anything lar then Ì_ not going home 4 dinner?,,,
valid,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
valid,Did u fix the teeth?if not do it asap.ok take care.,,,
valid,So u wan 2 come for our dinner tonight a not?,,,
valid,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
valid,Its too late:)but its k.wish you the same.,,,
valid,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
valid,Oh yeah clearly it's my fault,,,
valid,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
valid,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
valid,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
valid,"Vikky, come around  &lt;TIME&gt; ..",,,
valid,"And how you will do that, princess? :)",,,
valid,I have gone into get info bt dont know what to do,,,
valid,"Yeah, probably here for a while",,,
valid,Sent me ur email id soon,,,
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,
valid,I'm still pretty weak today .. Bad day ?,,,
valid,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
valid,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
valid,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
valid,Dear where you. Call me,,,
valid,Xy trying smth now. U eat already? We havent...,,,
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,,,
valid,I donno its in your genes or something,,,
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,,,
valid,Alex says he's not ok with you not being ok with it,,,
valid,Are u coming to the funeral home,,,
valid,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
valid,I.ll hand her my phone to chat wit u,,,
valid,Well good morning mr . Hows london treatin' ya treacle?,,,
valid,I can't make it tonight,,,
valid,At WHAT TIME should i come tomorrow,,,
valid,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
valid,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
valid,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
valid,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
valid,Ill be at yours in about 3 mins but look out for me,,,
valid,What you did in  leave.,,,
valid,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
valid,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,
valid,"yeah, that's what I was thinking",,,
valid,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
valid,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,
valid,My sister going to earn more than me da.,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,,,
valid,Hahaha..use your brain dear,,,
valid,Jus finish watching tv... U?,,,
valid,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
valid,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
valid,Kothi print out marandratha.,,,
valid,But we havent got da topic yet rite?,,,
valid,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
valid,"Thanks, I'll keep that in mind",,,
valid,Aah bless! How's your arm?,,,
valid,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
valid,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
valid,What makes you most happy?,,,
valid,Wishing you a wonderful week.,,,
valid,Sweet heart how are you?,,,
valid,"Sir, waiting for your letter.",,,
valid,Dude im no longer a pisces. Im an aquarius now.,,,
valid,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
valid,I think steyn surely get one wicket:),,,
valid,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
valid,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
valid,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
valid,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
valid,My birthday is on feb  &lt;#&gt;  da. .,,,
valid,So when do you wanna gym?,,,
valid,You'd like that wouldn't you? Jerk!,,,
valid,Are u awake? Is there snow there?,,,
valid,And of course you should make a stink!,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
valid,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
valid,When you guys planning on coming over?,,,
valid,Wat Ì_ doing now?,,,
valid,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
valid,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
valid,Do I? I thought I put it back in the box,,,
valid,I'm home...,,,
valid,No one interested. May be some business plan.,,,
valid,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
valid,Good morning princess! Have a great day!,,,
valid,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,,,
valid,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,,,
valid,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
valid,Tell me something. Thats okay.,,,
valid,Ok,,,
valid,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
valid,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
valid,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
valid,Yep get with the program. You're slacking.,,,
valid,I'm in inside office..still filling forms.don know when they leave me.,,,
valid,"I think your mentor is , but not 100 percent sure.",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,,,
valid,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
valid,Hi mom we might be back later than  &lt;#&gt; ,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
valid,"Lol, oh you got a friend for the dog ?",,,
valid,"Ok., is any problem to u frm him? Wats matter?",,,
valid,"K I'll head out in a few mins, see you there",,,
